무인교통단속카메라관리번호,소재지지번주소,위도,경도,,,,,,,,,,,
P-5806,경기도 고양시 덕양구 동산동 370,37.64697712,126.8947781,,,,,,,,,,,
P-5C23,경기도 고양시 덕양구 화정동 1156,37.62748043,126.8297018,,,,,,,,,,,
P-5C24,경기도 고양시 덕양구 화정동 956,37.63741481,126.8335867,,,,,,,,,,,
P-5305,경기도 고양시 덕양구 원흥동 675,37.6541995,126.8823957,,,,,,,,,,,
P-5307,경기도 고양시 덕양구 원흥동 693,37.6531124,126.8792691,,,,,,,,,,,
P-5308,경기도 고양시 덕양구 원흥동 629,37.6497902,126.8749647,,,,,,,,,,,
P-5309,경기도 고양시 덕양구 원흥동 137-6,37.6509207,126.8733073,,,,,,,,,,,
P-5310,경기도 고양시 덕양구 원흥동 682,37.65029354,126.8677711,,,,,,,,,,,
P-5701,경기도 고양시 덕양구 삼송동 389,37.65040439,126.8848275,,,,,,,,,,,
P-5702,경기도 고양시 덕양구 동산동 369,37.6490641128,126.8969750224,,,,,,,,,,,
P-5703,경기도 고양시 덕양구 삼송동 109-16,37.6510916,126.8847092,,,,,,,,,,,
P-5704,경기도 고양시 덕양구 삼송동 320,37.64830705,126.8848753,,,,,,,,,,,
P-5705,경기도 고양시 덕양구 삼송동 377,37.64559342,126.8773933,,,,,,,,,,,
P-5406,경기도 고양시 덕양구 성사동 875-3,37.6600505071,126.8398025221,,,,,,,,,,,
P-7408,경기도 고양시 일산서구 탄현동 1563-7,37.69105087,126.7624158,,,,,,,,,,,
P-7409,경기도 고양시 일산서구 탄현동 1476,37.69767353,126.7667732,,,,,,,,,,,
P-7721,경기도 고양시 일산서구 대화동 759-4,37.6719428,126.7369957,,,,,,,,,,,
P-6947,경기도 고양시 일산동구 장항동 1764,37.66316694,126.750651,,,,,,,,,,,
P-7407,경기도 고양시 일산서구 탄현동 1527,37.68991634,126.7619689,,,,,,,,,,,
P-7110,경기도 고양시 일산서구 일산동 617-117,37.68610483,126.770662,,,,,,,,,,,
P-7109,경기도 고양시 일산서구 일산동 555-1,37.68523967,126.7772371,,,,,,,,,,,
